Supplementary Table 3:Repetitive elements read counts on chromosome Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The column titles are composed of the sex of the sample (F for female and M for male) followed by a dash and the sample name. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F-Sample-13,F-Sample-16,F-Sample-17,F-Sample-18,F-Sample-2,F-Sample-20,F-Sample-23,F-Sample-24,F-Sample-26,F-Sample-28,F-Sample-31,F-Sample-33,F-Sample-37,F-Sample-40,F-Sample-41,F-Sample-45,F-Sample-5,F-Sample-54,F-Sample-55,F-Sample-56,F-Sample-57,F-Sample-8,F-Sample-9,M-Sample-1,M-Sample-10,M-Sample-11,M-Sample-12,M-Sample-14,M-Sample-15,M-Sample-19,M-Sample-21,M-Sample-22,M-Sample-27,M-Sample-29,M-Sample-3,M-Sample-30,M-Sample-32,M-Sample-34,M-Sample-35,M-Sample-36,M-Sample-38,M-Sample-39,M-Sample-4,M-Sample-42,M-Sample-43,M-Sample-44,M-Sample-46,M-Sample-47,M-Sample-48,M-Sample-49,M-Sample-50,M-Sample-51,M-Sample-52,M-Sample-53,M-Sample-58,M-Sample-59,M-Sample-6,M-Sample-60,M-Sample-7
chrY:4872805-4872902_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,32,1,16,20,51,15,7,7,0,31,1,62,0,0,11,0,0,0,41,26,0,0,6,0,0,14,13,17,19,5,3,21,14,0
chrY:14940158-14940501_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,6,3,9,7,0,0,11,0,5,21,7,0,12,17,22,4,5,16,0,0,0,17,13,48,26,53,21,16,24,56,3,21,6
chrY:21928449-21928551_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,18,13,13,27,17,14,22,14,12,6,0,19,32,14,0,8,9,19,2,8,18,0,3,13,12,8,21,7,7,8,23,21,26,20
chrY:21718753-21719125_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,23,27,32,44,21,6,13,9,0,33,25,14,0,0,0,0,27,22,18,0,0,0,17,0,0,7,9,33,12,0,0,8,21,0
chrY:16863827-16864959_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,19,21,18,13,17,15,14,9,0,28,37,12,23,19,0,0,7,30,1,0,0,0,5,0,6,10,15,34,23,3,3,22,10,25
chrY:15345867-15347345_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,16,19,0,2,8,8,18,33,30,0,0,8,26,35,3,19,1,21,0,0,39,0,16,8,24,27,4,11,32,24,13,5,5,22
chrY:15352598-15352876_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,11,4,4,0,0,8,10,0,4,19,62,27,29,3,3,22,6,19,0,22,0,13,5,0,21,52,20,21,27,37,10,10,0
chrY:21227367-21227471_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,3,0,0,3,1,26,0,0,0,44,1,38,0,2,0,0,4,24,176,0,8,40,0,46,27,8,24,6,0,6,0
chrY:16904387-16904691_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,16,16,6,6,10,0,3,3,22,0,38,0,0,33,0,0,0,20,15,0,0,0,22,26,10,8,40,14,25,15,31,0,22,88
chrY:15483314-15483587_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,7,28,2,24,7,0,0,10,0,27,43,8,45,15,71,5,0,20,18,0,13,0,0,28,21,15,10,54,16,6,0,0
chrY:21769892-21770179_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,23,8,21,18,13,3,2,0,14,10,13,0,43,11,18,1,24,0,21,22,36,6,16,12,7,22,33,17,1,41,24,0,0
chrY:14938226-14938538_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,11,8,2,0,1,3,2,30,1,9,14,1,24,6,0,3,0,0,23,0,153,0,9,65,0,35,5,17,8,54,0,0,15
chrY:2714020-2714171_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,39,16,12,29,2,49,12,10,0,12,0,4,0,22,23,0,13,7,14,0,57,0,13,13,13,12,9,40,2,1,41,25,0,0
chrY:16962816-16963067_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,26,24,16,5,0,35,15,0,19,12,26,63,10,11,0,13,2,0,8,0,0,18,0,0,23,39,14,41,25,0,13,24,7
chrY:14940503-14940761_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,10,7,8,0,16,2,6,0,9,0,8,0,25,37,21,7,0,48,16,0,0,7,27,0,18,46,32,56,44,20,16,10,0
chrY:21149650-21150691_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,23,3,3,8,1,15,6,5,7,2,14,11,0,3,0,21,0,9,3,19,0,88,0,4,62,8,35,9,8,5,77,10,11,33
chrY:16917732-16918046_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,2,14,7,6,0,13,2,0,8,21,23,0,28,10,0,13,11,0,3,13,0,18,4,10,47,86,34,17,42,36,0,37,0
chrY:21916532-21917596_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,17,23,28,26,11,15,24,20,10,24,0,16,0,6,15,16,9,0,13,16,14,0,36,0,5,15,20,15,15,67,0,19,2,0
chrY:21047187-21048217_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,13,12,11,25,24,37,5,0,0,7,20,20,0,18,14,16,7,18,1,15,23,0,1,0,0,16,41,70,17,8,25,22,19,0
chrY:14955380-14955483_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,18,25,28,27,12,26,53,5,0,22,10,28,0,11,1,0,35,9,0,12,0,0,12,12,0,8,30,31,39,43,0,0,5,0
chrY:22590678-22590763_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,17,28,16,7,11,19,3,15,10,3,7,1,0,46,0,30,8,10,17,26,39,0,14,15,5,7,39,41,18,3,29,13,17,0
chrY:15507783-15508089_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,3,0,8,3,2,5,12,1,5,41,37,10,32,0,0,13,26,0,8,0,122,10,18,0,0,57,21,8,33,49,2,0,0
chrY:21713322-21713559_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,5,17,18,8,15,9,10,9,16,2,18,36,20,14,4,0,9,13,15,0,0,0,10,2,42,17,34,19,31,18,25,4,40,38
chrY:21899714-21900007_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,5,11,15,12,6,7,17,0,16,6,11,0,0,28,18,3,9,25,57,0,0,6,28,16,8,35,27,50,67,0,15,19,0
chrY:16000000-16001224_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,5,8,19,11,32,24,10,14,0,10,0,7,29,0,19,8,8,28,0,0,0,148,26,16,22,14,0,6,5,5,1,13,12,17
chrY:21769211-21769462_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,4,19,8,21,15,21,14,21,0,27,45,12,0,10,0,0,17,28,15,76,15,0,9,6,0,7,0,41,13,24,12,0,28,0
chrY:15497972-15498277_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,1,0,0,0,0,5,21,0,19,13,106,5,0,0,0,0,0,0,33,206,8,0,13,14,32,13,0,7,32,0,0,2
chrY:5608166-5608211_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,12,17,27,21,36,17,18,28,0,31,37,6,0,13,0,23,14,2,4,0,0,0,31,6,0,3,16,11,3,36,40,5,17,0
chrY:15821353-15821650_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,5,16,10,0,11,7,0,0,7,18,11,27,10,0,0,18,6,10,11,0,0,20,0,0,5,98,30,89,86,15,4,11,3
chrY:21918538-21919393_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,39,6,22,28,9,19,12,3,0,28,0,22,0,37,0,0,35,8,0,8,0,0,6,11,0,12,28,46,39,18,27,16,18,0
chrY:21859930-21860385_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,31,22,11,16,10,0,15,10,0,25,8,15,0,12,0,0,26,17,0,25,0,41,11,16,0,26,57,37,41,18,27,1,7,0
chrY:14326324-14326872_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,22,14,30,17,5,10,9,0,11,7,0,4,52,0,5,0,2,2,0,14,0,198,25,28,22,30,0,10,11,1,0,0,5,1
chrY:14475067-14482160_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,30,17,34,25,17,18,7,35,0,10,15,9,0,12,0,0,4,3,36,14,0,0,15,24,12,54,23,38,38,5,24,2,12,0
chrY:14953339-14953458_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,2,23,17,41,19,2,36,26,0,26,0,19,6,14,36,0,36,14,8,31,0,0,28,11,1,5,40,32,8,9,0,2,43,0
chrY:21756454-21756764_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,52,60,46,45,47,33,39,5,0,0,67,0,9,22,0,7,0,3,13,0,1,6,0,7,9,0,1,0,12,9,11,6,36,0,0
chrY:21752865-21752884_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,19,26,20,32,28,11,30,25,0,37,23,9,4,0,11,0,7,38,17,0,25,0,19,10,14,15,28,34,10,19,0,24,6,0
chrY:16964462-16964745_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,8,25,22,17,13,3,18,25,34,8,50,29,11,19,27,12,0,20,11,9,0,0,12,0,0,35,23,54,25,12,6,7,10,0
chrY:21716289-21716337_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,6,8,9,9,9,0,5,10,0,15,10,36,4,13,0,8,34,0,50,0,0,0,8,14,4,30,65,41,67,19,19,9,62,0
chrY:2746638-2746942_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,21,16,22,6,7,0,20,8,0,8,19,35,39,39,23,12,38,1,27,0,0,0,18,10,0,22,37,40,43,20,7,0,16,0
chrY:14826686-14827253_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,5,29,16,26,18,11,6,10,0,24,14,8,27,18,21,1,28,6,3,0,53,0,14,11,10,25,27,21,53,26,17,14,19,0
chrY:16862681-16863541_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,4,19,14,22,16,25,15,13,0,28,0,12,33,8,14,0,11,16,4,47,0,0,9,33,0,18,30,30,9,42,32,30,16,2
chrY:14464701-14465083_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,3,3,4,4,0,3,5,22,5,31,9,44,43,11,31,14,17,0,15,0,0,12,17,14,17,42,8,40,61,40,7,44,7
chrY:16783129-16783440_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,7,3,4,0,0,6,1,0,0,29,33,29,35,17,2,11,2,5,0,36,19,4,0,39,19,59,19,61,27,106,3,1,6
chrY:22563281-22564318_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,19,29,31,31,20,27,45,20,0,27,33,27,0,0,62,8,13,15,9,14,33,0,14,3,0,0,22,36,2,16,10,6,0,0
chrY:21717960-21718086_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,10,17,20,15,21,16,21,24,0,33,22,1,26,12,0,50,28,24,32,23,0,0,19,0,10,0,19,33,12,51,2,0,11,8
chrY:21713193-21713297_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,8,23,9,9,11,6,12,11,21,15,34,21,0,18,0,22,13,13,19,0,18,0,13,21,83,25,15,13,48,11,36,0,38,0
chrY:15593297-15593654_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,4,7,3,0,9,4,0,14,53,3,24,0,0,36,32,0,1,0,23,0,21,0,34,63,49,65,53,71,8,6,0,2
chrY:21043809-21044102_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,20,14,7,22,8,10,16,17,0,6,38,36,60,0,8,22,24,2,58,3,0,0,29,0,8,40,27,23,5,18,62,3,0,0
chrY:16861107-16861262_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,22,9,6,10,7,8,11,23,54,13,14,6,33,19,0,13,16,54,0,8,17,0,19,36,65,0,1,1,16,2,15,12,17,58
chrY:22590516-22590679_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,22,33,11,9,10,12,8,8,10,5,64,0,0,31,0,0,10,6,48,17,39,0,28,30,15,13,50,27,20,0,32,17,30,0
chrY:21864710-21864814_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,6,20,16,8,18,7,19,13,0,43,23,38,91,12,0,1,26,8,61,0,0,0,15,7,0,19,39,23,58,21,0,0,9,0
chrY:15028359-15028379_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,7,25,12,7,16,34,26,19,5,9,0,7,30,7,0,17,17,25,42,20,0,0,7,14,3,29,60,36,8,39,16,11,33,26
chrY:14940966-14942133_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,18,18,12,33,9,11,13,9,0,23,55,49,82,0,17,33,10,0,13,0,16,0,11,0,29,0,29,21,37,6,26,20,0,0
chrY:14374870-14375524_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,6,23,16,20,9,12,6,4,0,12,6,20,0,74,0,9,32,5,1,16,0,0,17,24,5,19,89,84,43,16,23,3,31,0
chrY:21919703-21920136_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,44,13,21,25,25,21,21,5,0,6,14,5,0,12,0,14,14,34,11,0,0,0,28,26,15,29,49,83,52,9,0,0,21,0
chrY:21045763-21046517_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,16,11,20,27,18,3,11,22,0,2,20,8,0,0,45,45,44,4,1,17,0,0,13,0,0,11,77,54,34,86,1,0,11,0
chrY:21721444-21722154_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,16,24,22,19,19,2,31,24,0,19,0,20,32,8,0,2,18,41,46,12,0,0,19,20,0,42,56,41,11,6,0,8,49,0
chrY:21922106-21922516_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,13,10,13,28,4,22,21,14,0,9,0,1,0,24,63,32,31,12,28,16,9,0,29,0,13,18,30,31,44,55,12,35,14,0
chrY:21751906-21751950_-,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,14,35,23,36,10,27,29,27,0,28,0,14,49,37,18,44,10,30,0,2,0,0,9,4,28,0,18,25,26,20,2,14,5,0
chrY:16692418-16692587_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,30,25,9,21,17,0,10,7,0,2,5,16,27,47,34,7,12,10,30,11,11,0,4,37,52,13,10,44,10,17,57,14,11,17
chrY:22653104-22656495_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,49,35,12,14,8,5,11,13,0,25,18,39,29,0,3,12,19,3,17,17,0,0,28,0,15,7,15,59,51,40,47,10,3,0
chrY:15483714-15485370_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,17,26,17,40,10,40,28,3,0,31,22,40,0,0,0,9,23,2,5,0,0,0,22,4,0,25,42,49,69,61,0,16,17,0
chrY:15507245-15507532_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,24,9,7,10,1,26,13,4,0,16,23,33,0,29,28,0,11,12,31,4,0,105,35,14,0,0,76,8,10,37,28,34,15,12
chrY:16690288-16690688_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,35,35,16,30,8,4,8,0,0,15,49,18,39,2,3,103,13,14,33,0,15,0,20,19,0,4,3,55,48,4,19,18,14,11
chrY:14463836-14464120_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,9,6,17,5,7,2,5,9,0,6,47,18,23,0,16,22,0,20,0,0,0,18,38,13,49,50,29,65,55,85,12,38,0
chrY:21761059-21761367_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,17,22,17,28,17,28,15,11,0,27,37,6,29,22,0,12,15,22,19,17,0,0,43,12,32,54,10,23,5,9,22,23,38,14
chrY:21846837-21852739_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,23,16,12,17,8,16,19,16,17,24,24,0,16,25,11,17,9,29,64,0,0,61,39,4,7,60,41,37,29,6,7,5,0
chrY:2741406-2742401_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,28,3,19,9,7,9,12,0,0,8,38,60,51,0,16,19,65,0,5,31,0,0,21,0,0,56,78,18,24,52,0,4,7,0
chrY:7206398-7206560_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,11,8,11,7,10,21,20,19,0,10,28,21,0,9,62,0,31,5,63,0,0,0,31,8,18,31,56,24,20,89,6,6,40,0
chrY:16691601-16691619_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,29,13,18,6,6,1,5,5,16,2,17,39,63,31,54,39,13,9,1,0,0,39,27,48,32,8,16,5,28,8,70,8,16,0
chrY:15375709-15381430_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,7,15,19,35,22,12,10,23,0,30,0,5,0,17,13,31,32,9,12,41,62,0,16,14,0,22,80,86,21,35,7,21,0,0
chrY:21149126-21149426_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,18,3,8,9,0,2,2,81,0,27,0,37,31,18,22,9,10,6,10,23,107,15,5,83,0,21,22,0,11,72,6,0,46
chrY:21044465-21045380_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,13,33,10,59,27,27,17,33,0,18,32,39,43,8,1,0,14,14,17,20,1,0,8,14,0,7,60,111,34,16,4,5,23,0
chrY:2716047-2716201_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,21,12,31,28,23,10,7,0,31,5,29,0,33,33,24,24,13,20,13,21,0,23,0,7,13,30,91,52,74,0,31,13,0
chrY:22580280-22583444_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,18,26,16,15,21,11,14,2,10,12,41,21,30,0,0,17,34,31,57,3,0,0,37,19,0,22,50,59,52,92,0,2,10,0
chrY:21857996-21858284_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,10,16,27,21,4,1,15,20,0,7,53,26,0,36,6,32,26,0,10,23,0,0,14,10,22,27,87,39,50,64,60,12,8,0
chrY:14801480-14801584_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,21,21,30,13,46,10,18,26,0,30,21,25,39,13,60,31,20,42,6,26,0,0,32,0,11,26,6,19,41,23,20,11,15,0
chrY:21719792-21720059_+,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,8,24,26,32,35,13,9,19,0,24,13,11,68,7,0,35,8,30,29,5,0,25,30,12,11,49,44,28,21,52,29,13,23,0
chrY:7246280-7246397_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,10,10,2,13,8,17,5,0,15,21,29,60,1,0,43,36,7,24,45,21,0,16,17,17,8,56,25,78,51,18,11,77,0
chrY:21719306-21719741_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,53,31,41,37,47,8,26,25,0,36,24,32,0,7,12,39,9,27,0,56,0,0,36,16,7,53,0,24,29,12,22,11,0,0
chrY:15823573-15823929_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,22,10,22,36,11,28,21,16,16,17,75,11,0,23,9,30,18,40,36,13,22,0,17,21,5,10,48,12,53,2,3,12,48,27
chrY:14208400-14208694_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,12,4,3,12,8,0,4,1,6,4,18,20,31,60,15,41,65,3,21,40,0,0,26,6,58,51,58,22,49,55,20,0,41,7
chrY:21041898-21043332_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,9,44,39,53,31,36,32,37,22,29,7,48,12,40,0,28,7,35,23,2,9,0,29,20,6,34,4,38,24,15,15,6,5,18
chrY:22595420-22596977_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,35,25,19,26,18,12,33,18,7,9,17,12,0,34,0,17,27,19,31,12,38,0,34,24,22,31,53,32,54,38,0,31,30,17
chrY:15361202-15361225_+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,27,67,11,52,39,75,18,13,8,16,41,12,0,23,11,0,14,82,0,0,0,0,2,1,5,12,38,27,46,40,17,61,9,1
chrY:21094594-21094729_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,15,26,42,35,11,11,24,54,28,13,86,14,30,44,0,12,7,34,0,2,0,0,25,33,36,25,29,6,39,0,50,34,15,0
chrY:21768640-21769157_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,52,31,10,25,18,32,35,29,19,14,59,17,0,41,0,1,19,26,32,33,0,0,15,50,2,32,19,30,29,26,17,37,5,32
chrY:21854984-21855140_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,14,23,38,7,12,14,31,14,15,77,21,0,70,58,44,17,13,24,27,0,0,6,45,42,17,48,25,32,39,18,10,5,0
chrY:15595890-15600956_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,42,21,20,32,21,6,14,21,49,20,36,31,30,36,26,45,15,20,12,78,0,0,16,37,1,20,36,25,25,18,10,38,24,0
chrY:15486517-15488420_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,18,20,36,49,10,6,28,13,12,46,53,22,0,26,21,36,19,3,14,25,0,0,20,23,10,33,42,90,38,16,14,19,47,0
chrY:22747376-22748342_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,5,37,20,32,12,28,20,8,0,17,31,20,25,25,48,75,13,28,37,21,43,0,24,14,21,18,64,20,17,22,0,59,13,23
chrY:21855204-21855539_+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,44,31,34,27,36,40,34,31,0,27,18,13,55,23,1,31,18,75,6,0,0,0,23,9,0,19,47,17,32,36,56,24,18,8
chrY:21923546-21923820_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,24,16,26,15,16,23,18,5,0,29,28,28,20,14,63,18,13,4,48,22,32,0,43,39,3,29,75,93,41,33,0,7,28,0
chrY:16691648-16691777_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,13,36,18,9,7,5,2,22,22,17,31,41,69,16,0,8,17,8,22,0,10,137,16,24,50,14,18,2,29,42,139,9,5,0
chrY:21922551-21923293_-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,19,32,31,43,22,70,44,3,0,21,22,42,0,47,27,55,26,0,16,8,0,0,8,4,0,35,58,87,29,54,2,20,22,0
chrY:21769529-21769890_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,13,25,18,40,11,37,15,23,0,26,0,6,31,45,11,39,18,70,0,71,39,0,26,16,4,19,47,53,5,44,54,50,24,4
chrY:7244464-7244762_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,37,33,16,56,45,19,36,16,0,26,39,13,10,0,47,51,14,16,11,36,17,0,29,44,0,20,14,27,64,36,2,56,36,0
chrY:14819999-14820165_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,23,46,34,23,34,18,58,74,21,36,6,57,0,45,35,23,8,2,10,26,0,0,37,60,11,17,18,19,39,18,37,25,27,0
chrY:15361898-15362194_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,36,36,11,26,13,24,35,33,0,19,0,10,0,18,24,16,9,27,7,0,15,0,42,20,13,70,67,114,47,79,51,14,12,11
chrY:21752128-21752148_-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,50,38,23,22,39,20,43,20,23,45,20,16,0,18,0,35,16,57,24,30,0,32,34,12,19,12,26,58,23,23,6,44,25,20
chrY:21928553-21928834_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,26,32,39,42,29,27,46,22,23,12,0,13,23,21,16,11,21,16,17,4,35,0,45,20,31,24,41,26,43,48,32,36,61,38
